file,tota_name,tota_number,date_signed,chapter_id,chapter_name,region,composition,crossregional,wto,language,p1,p2,docid,year,decade,new_name3_matt,AE_loose,AE_strict,new_issue,doc_chapter_id
xml_files/pta_68.xml,EU - Former Yugoslav Republic of Macedonia,68,2001-04-09,909,Preamble,Europe,Bilateral; One Party is an RTA,No,Yes,en,AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ITA LUX MKD NLD PRT SWE,,pta_68,2001,200,Preamble,,,0.0,pta_68_909
xml_files/pta_68.xml,EU - Former Yugoslav Republic of Macedonia,68,2001-04-09,910,General Principles,Europe,Bilateral; One Party is an RTA,No,Yes,en,AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ITA LUX MKD NLD PRT SWE,,pta_68,2001,200,"Objectives, Definitions and Scope",,,0.0,pta_68_910
xml_files/pta_68.xml,EU - Former Yugoslav Republic of Macedonia,68,2001-04-09,911,Industrial Products,Europe,Bilateral; One Party is an RTA,No,Yes,en,AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ITA LUX MKD NLD PRT SWE,,pta_68,2001,200,Industry,,,0.0,pta_68_911
xml_files/pta_68.xml,EU - Former Yugoslav Republic of Macedonia,68,2001-04-09,912,Agriculture And Fisheries,Europe,Bilateral; One Party is an RTA,No,Yes,en,AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ITA LUX MKD NLD PRT SWE,,pta_68,2001,200,Agriculture,,,0.0,pta_68_912
xml_files/pta_68.xml,EU - Former Yugoslav Republic of Macedonia,68,2001-04-09,913,Common Provisions,Europe,Bilateral; One Party is an RTA,No,Yes,en,AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ITA LUX MKD NLD PRT SWE,,pta_68,2001,200,General Provisions,,,0.0,pta_68_913
xml_files/pta_68.xml,EU - Former Yugoslav Republic of Macedonia,68,2001-04-09,914,"Payments, Competition And Other Economic Provisions",Europe,Bilateral; One Party is an RTA,No,Yes,en,AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ITA LUX MKD NLD PRT SWE,,pta_68,2001,200,Economic Co-operation,,,0.0,pta_68_914
xml_files/pta_68.xml,EU - Former Yugoslav Republic of Macedonia,68,2001-04-09,915,"Institutional, General And Final Provisions",Europe,Bilateral; One Party is an RTA,No,Yes,en,AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ITA LUX MKD NLD PRT SWE,,pta_68,2001,200,Institutions,,,0.0,pta_68_915
xml_files/pta_62.xml,Japan - Singapore,62,2002-01-13,859,Preamble,East Asia,Bilateral,No,Yes,en,JPN,SGP,pta_62,2002,200,Preamble,,,0.0,pta_62_859
xml_files/pta_62.xml,Japan - Singapore,62,2002-01-13,860,General Provisions,East Asia,Bilateral,No,Yes,en,JPN,SGP,pta_62,2002,200,General Provisions,,,0.0,pta_62_860
xml_files/pta_62.xml,Japan - Singapore,62,2002-01-13,861,Trade In Goods,East Asia,Bilateral,No,Yes,en,JPN,SGP,pta_62,2002,200,Trade in Goods,,,0.0,pta_62_861
xml_files/pta_62.xml,Japan - Singapore,62,2002-01-13,862,Rules Of Origin,East Asia,Bilateral,No,Yes,en,JPN,SGP,pta_62,2002,200,Rules of origin,,,0.0,pta_62_862
xml_files/pta_62.xml,Japan - Singapore,62,2002-01-13,863,Customs Procedures,East Asia,Bilateral,No,Yes,en,JPN,SGP,pta_62,2002,200,Border Measures,,,0.0,pta_62_863
xml_files/pta_62.xml,Japan - Singapore,62,2002-01-13,864,Paperless Trading,East Asia,Bilateral,No,Yes,en,JPN,SGP,pta_62,2002,200,E-commerce,E-commerce,E-commerce,1.0,pta_62_864
xml_files/pta_62.xml,Japan - Singapore,62,2002-01-13,865,Mutual Recognition,East Asia,Bilateral,No,Yes,en,JPN,SGP,pta_62,2002,200,Mutual Recognition,,,1.0,pta_62_865
xml_files/pta_62.xml,Japan - Singapore,62,2002-01-13,866,Trade In Services,East Asia,Bilateral,No,Yes,en,JPN,SGP,pta_62,2002,200,Trade In Services,Services,Services,1.0,pta_62_866
xml_files/pta_62.xml,Japan - Singapore,62,2002-01-13,867,Investment,East Asia,Bilateral,No,Yes,en,JPN,SGP,pta_62,2002,200,Investment,Investment,Investment,1.0,pta_62_867
xml_files/pta_62.xml,Japan - Singapore,62,2002-01-13,868,Movement Of Natural Persons,East Asia,Bilateral,No,Yes,en,JPN,SGP,pta_62,2002,200,Movement Of Persons,Movement,Movement,1.0,pta_62_868
xml_files/pta_62.xml,Japan - Singapore,62,2002-01-13,869,Intellectual Property,East Asia,Bilateral,No,Yes,en,JPN,SGP,pta_62,2002,200,Intellectual Property,Intellectual property,Intellectual property,1.0,pta_62_869
xml_files/pta_62.xml,Japan - Singapore,62,2002-01-13,870,Government Procurement,East Asia,Bilateral,No,Yes,en,JPN,SGP,pta_62,2002,200,Government Procurement,Procurement,Procurement,0.0,pta_62_870
xml_files/pta_62.xml,Japan - Singapore,62,2002-01-13,871,Competition,East Asia,Bilateral,No,Yes,en,JPN,SGP,pta_62,2002,200,Competition-Related Matters,,,1.0,pta_62_871
xml_files/pta_62.xml,Japan - Singapore,62,2002-01-13,872,Financial Services Co-Operation,East Asia,Bilateral,No,Yes,en,JPN,SGP,pta_62,2002,200,Trade In Services,Financial services,Financial services,1.0,pta_62_872
xml_files/pta_62.xml,Japan - Singapore,62,2002-01-13,873,Information And Communications Technology,East Asia,Bilateral,No,Yes,en,JPN,SGP,pta_62,2002,200,"Science, Technology And Information",,,1.0,pta_62_873
xml_files/pta_62.xml,Japan - Singapore,62,2002-01-13,874,Science And Technology,East Asia,Bilateral,No,Yes,en,JPN,SGP,pta_62,2002,200,"Science, Technology And Information",,,1.0,pta_62_874
xml_files/pta_62.xml,Japan - Singapore,62,2002-01-13,875,Human Resource Development,East Asia,Bilateral,No,Yes,en,JPN,SGP,pta_62,2002,200,Social Matters,,,1.0,pta_62_875
xml_files/pta_62.xml,Japan - Singapore,62,2002-01-13,876,Trade And Investment Promotion,East Asia,Bilateral,No,Yes,en,JPN,SGP,pta_62,2002,200,Trade Facilitation,Investment,,0.0,pta_62_876
xml_files/pta_62.xml,Japan - Singapore,62,2002-01-13,877,Small And Medium Enterprises,East Asia,Bilateral,No,Yes,en,JPN,SGP,pta_62,2002,200,Private Sector And Business,,,1.0,pta_62_877
