file	tota_name	tota_number	date_signed	chapter_id	chapter_name	region	composition	crossregional	wto	language	p1	p2	docid	year	decade	new_name3_matt	AE_loose	AE_strict	new_issue	doc_chapter_id
xml_files/pta_98.xml	EU - Tunisia	98	1995-07-07	1142	Conclusion	Europe; Africa	Bilateral; One Party is an RTA	Yes	Yes	en	AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ITA LUX NLD PRT SWE TUN		pta_98	1995	199	Conclusions			0.0	pta_98_1142
xml_files/pta_97.xml	Eurasian Economic Community (EAEC)	97	1996-03-29	1119	Preamble	Commonwealth of Independent States (CIS)	Plurilateral	No	No	en	BLR KAZ KGZ RUS TJK		pta_97	1996	199	Preamble			0.0	pta_97_1119
xml_files/pta_97.xml	Eurasian Economic Community (EAEC)	97	1996-03-29	1120	Notions And Terminology	Commonwealth of Independent States (CIS)	Plurilateral	No	No	en	BLR KAZ KGZ RUS TJK		pta_97	1996	199	Objectives, Definitions and Scope			0.0	pta_97_1120
xml_files/pta_97.xml	Eurasian Economic Community (EAEC)	97	1996-03-29	1121	General Provisions	Commonwealth of Independent States (CIS)	Plurilateral	No	No	en	BLR KAZ KGZ RUS TJK		pta_97	1996	199	General Provisions			0.0	pta_97_1121
xml_files/pta_97.xml	Eurasian Economic Community (EAEC)	97	1996-03-29	1122	Finalization Of Forming The Customs Union	Commonwealth of Independent States (CIS)	Plurilateral	No	No	en	BLR KAZ KGZ RUS TJK		pta_97	1996	199	Border Measures			0.0	pta_97_1122
xml_files/pta_97.xml	Eurasian Economic Community (EAEC)	97	1996-03-29	1123	Creation Of A Single Economic Area	Commonwealth of Independent States (CIS)	Plurilateral	No	No	en	BLR KAZ KGZ RUS TJK		pta_97	1996	199	Economic Co-operation			0.0	pta_97_1123
xml_files/pta_97.xml	Eurasian Economic Community (EAEC)	97	1996-03-29	1124	Rapprochement And Unification Of Legislation	Commonwealth of Independent States (CIS)	Plurilateral	No	No	en	BLR KAZ KGZ RUS TJK		pta_97	1996	199	Legal And Judicial Affairs			1.0	pta_97_1124
xml_files/pta_97.xml	Eurasian Economic Community (EAEC)	97	1996-03-29	1125	Final Provisions	Commonwealth of Independent States (CIS)	Plurilateral	No	No	en	BLR KAZ KGZ RUS TJK		pta_97	1996	199	General Provisions			0.0	pta_97_1125
xml_files/pta_97.xml	Eurasian Economic Community (EAEC)	97	1996-03-29	1126	Conclusion	Commonwealth of Independent States (CIS)	Plurilateral	No	No	en	BLR KAZ KGZ RUS TJK		pta_97	1996	199	Conclusions			0.0	pta_97_1126
xml_files/pta_9.xml	India - Singapore	9	2005-06-29	110	Preamble	West Asia; East Asia	Bilateral	Yes	Yes	en	IND	SGP	pta_9	2005	200	Preamble			0.0	pta_9_110
xml_files/pta_9.xml	India - Singapore	9	2005-06-29	111	Objectives And General Definitions	West Asia; East Asia	Bilateral	Yes	Yes	en	IND	SGP	pta_9	2005	200	Objectives, Definitions and Scope			0.0	pta_9_111
xml_files/pta_9.xml	India - Singapore	9	2005-06-29	112	Trade In Goods	West Asia; East Asia	Bilateral	Yes	Yes	en	IND	SGP	pta_9	2005	200	Trade in Goods			0.0	pta_9_112
xml_files/pta_9.xml	India - Singapore	9	2005-06-29	113	Rules Of Origin	West Asia; East Asia	Bilateral	Yes	Yes	en	IND	SGP	pta_9	2005	200	Rules of origin			0.0	pta_9_113
xml_files/pta_9.xml	India - Singapore	9	2005-06-29	114	Customs	West Asia; East Asia	Bilateral	Yes	Yes	en	IND	SGP	pta_9	2005	200	Border Measures			0.0	pta_9_114
xml_files/pta_9.xml	India - Singapore	9	2005-06-29	115	Standards And Technical Regulations, Sanitary And Phytosanitary Measures	West Asia; East Asia	Bilateral	Yes	Yes	en	IND	SGP	pta_9	2005	200	Sanitary and phyto-sanitary	Sanitary and phyto-sanitary	Sanitary and phyto-sanitary	1.0	pta_9_115
xml_files/pta_9.xml	India - Singapore	9	2005-06-29	116	Investment	West Asia; East Asia	Bilateral	Yes	Yes	en	IND	SGP	pta_9	2005	200	Investment	Investment	Investment	1.0	pta_9_116
xml_files/pta_9.xml	India - Singapore	9	2005-06-29	117	Trade In Services	West Asia; East Asia	Bilateral	Yes	Yes	en	IND	SGP	pta_9	2005	200	Trade In Services	Services	Services	1.0	pta_9_117
xml_files/pta_9.xml	India - Singapore	9	2005-06-29	118	Air Services	West Asia; East Asia	Bilateral	Yes	Yes	en	IND	SGP	pta_9	2005	200	Transport And Communications	Services		1.0	pta_9_118
xml_files/pta_9.xml	India - Singapore	9	2005-06-29	119	Movement Of Natural Persons	West Asia; East Asia	Bilateral	Yes	Yes	en	IND	SGP	pta_9	2005	200	Movement Of Persons	Movement	Movement	1.0	pta_9_119
xml_files/pta_9.xml	India - Singapore	9	2005-06-29	120	E-Commerce	West Asia; East Asia	Bilateral	Yes	Yes	en	IND	SGP	pta_9	2005	200	E-commerce	E-commerce	E-commerce	1.0	pta_9_120
xml_files/pta_9.xml	India - Singapore	9	2005-06-29	121	Intellectual Property Co-Operation	West Asia; East Asia	Bilateral	Yes	Yes	en	IND	SGP	pta_9	2005	200	Intellectual Property	Intellectual property	Intellectual property	1.0	pta_9_121
xml_files/pta_9.xml	India - Singapore	9	2005-06-29	122	Science And Technology	West Asia; East Asia	Bilateral	Yes	Yes	en	IND	SGP	pta_9	2005	200	Science, Technology And Information			1.0	pta_9_122
xml_files/pta_9.xml	India - Singapore	9	2005-06-29	123	Education	West Asia; East Asia	Bilateral	Yes	Yes	en	IND	SGP	pta_9	2005	200	Social Matters			1.0	pta_9_123
xml_files/pta_9.xml	India - Singapore	9	2005-06-29	124	Media	West Asia; East Asia	Bilateral	Yes	Yes	en	IND	SGP	pta_9	2005	200	Cultural Matters			1.0	pta_9_124
xml_files/pta_9.xml	India - Singapore	9	2005-06-29	125	Dispute Settlement	West Asia; East Asia	Bilateral	Yes	Yes	en	IND	SGP	pta_9	2005	200	Dispute Settlement	Dispute settlement	Dispute settlement	0.0	pta_9_125
xml_files/pta_9.xml	India - Singapore	9	2005-06-29	126	General And Final Provisions	West Asia; East Asia	Bilateral	Yes	Yes	en	IND	SGP	pta_9	2005	200	General Provisions			0.0	pta_9_126
xml_files/pta_9.xml	India - Singapore	9	2005-06-29	127	Conclusion	West Asia; East Asia	Bilateral	Yes	Yes	en	IND	SGP	pta_9	2005	200	Conclusions			0.0	pta_9_127
xml_files/pta_85.xml	East African Community (EAC)	85	1999-11-30	1044	Preamble	Africa	Plurilateral	No	Yes	en	KEN TZA UGA		pta_85	1999	199	Preamble			0.0	pta_85_1044
xml_files/pta_85.xml	East African Community (EAC)	85	1999-11-30	1046	Establishment And Principles Of The Community	Africa	Plurilateral	No	Yes	en	KEN TZA UGA		pta_85	1999	199	Accession, Withdrawal And Entry Into Force			0.0	pta_85_1046
xml_files/pta_85.xml	East African Community (EAC)	85	1999-11-30	1047	Establishment Of The Organs And Institutions Of The Community	Africa	Plurilateral	No	Yes	en	KEN TZA UGA		pta_85	1999	199	Institutions			0.0	pta_85_1047
xml_files/pta_85.xml	East African Community (EAC)	85	1999-11-30	1049	The Council	Africa	Plurilateral	No	Yes	en	KEN TZA UGA		pta_85	1999	199	Administration			0.0	pta_85_1049
xml_files/pta_85.xml	East African Community (EAC)	85	1999-11-30	1050	The Co-Ordination Committee	Africa	Plurilateral	No	Yes	en	KEN TZA UGA		pta_85	1999	199	Administration			0.0	pta_85_1050
xml_files/pta_85.xml	East African Community (EAC)	85	1999-11-30	1051	Sectoral Committees	Africa	Plurilateral	No	Yes	en	KEN TZA UGA		pta_85	1999	199	Administration			0.0	pta_85_1051
xml_files/pta_85.xml	East African Community (EAC)	85	1999-11-30	1052	The East African Court Of Justice	Africa	Plurilateral	No	Yes	en	KEN TZA UGA		pta_85	1999	199	Legal And Judicial Affairs			1.0	pta_85_1052
xml_files/pta_85.xml	East African Community (EAC)	85	1999-11-30	1053	The East African Legislative Assembly	Africa	Plurilateral	No	Yes	en	KEN TZA UGA		pta_85	1999	199	Legal And Judicial Affairs			1.0	pta_85_1053
xml_files/pta_85.xml	East African Community (EAC)	85	1999-11-30	1054	The Secretariat And Staff Of The Community	Africa	Plurilateral	No	Yes	en	KEN TZA UGA		pta_85	1999	199	Administration			0.0	pta_85_1054
xml_files/pta_85.xml	East African Community (EAC)	85	1999-11-30	1055	Co-Operation In Trade Liberalisation And Development	Africa	Plurilateral	No	Yes	en	KEN TZA UGA		pta_85	1999	199	Trade Facilitation			0.0	pta_85_1055
xml_files/pta_85.xml	East African Community (EAC)	85	1999-11-30	1056	Co-Operation In Investment And Industrial Development	Africa	Plurilateral	No	Yes	en	KEN TZA UGA		pta_85	1999	199	Industry	Investment		0.0	pta_85_1056
xml_files/pta_85.xml	East African Community (EAC)	85	1999-11-30	1057	Co-Operation In Standardisation, Quality Assurance, Metrology And Testing	Africa	Plurilateral	No	Yes	en	KEN TZA UGA		pta_85	1999	199	Technical Regulations And Barriers To Trade	Technical barriers		0.0	pta_85_1057
xml_files/pta_85.xml	East African Community (EAC)	85	1999-11-30	1058	Monetary And Financial Co-Operation	Africa	Plurilateral	No	Yes	en	KEN TZA UGA		pta_85	1999	199	Financial Co-operation			0.0	pta_85_1058
xml_files/pta_85.xml	East African Community (EAC)	85	1999-11-30	1060	Co-Operation In The Development Of Human Resources, Science And Technology	Africa	Plurilateral	No	Yes	en	KEN TZA UGA		pta_85	1999	199	Social Matters			1.0	pta_85_1060
xml_files/pta_85.xml	East African Community (EAC)	85	1999-11-30	1061	Free Movement Of Persons, Labour, Services, Right Of Establishment And Residence	Africa	Plurilateral	No	Yes	en	KEN TZA UGA		pta_85	1999	199	Movement Of Persons	Movement	Movement	1.0	pta_85_1061
xml_files/pta_85.xml	East African Community (EAC)	85	1999-11-30	1062	Agriculture And Food Security	Africa	Plurilateral	No	Yes	en	KEN TZA UGA		pta_85	1999	199	Agriculture			0.0	pta_85_1062
xml_files/pta_85.xml	East African Community (EAC)	85	1999-11-30	1063	Co-Operation In Environment And Natural Resources Management	Africa	Plurilateral	No	Yes	en	KEN TZA UGA		pta_85	1999	199	Environment And Natural Resources	Environment		1.0	pta_85_1063
xml_files/pta_85.xml	East African Community (EAC)	85	1999-11-30	1064	Co-Operation In Tourism And Wildlife Management	Africa	Plurilateral	No	Yes	en	KEN TZA UGA		pta_85	1999	199	Movement Of Persons	Movement		1.0	pta_85_1064
xml_files/pta_85.xml	East African Community (EAC)	85	1999-11-30	1065	Health, Social And Cultural Activities	Africa	Plurilateral	No	Yes	en	KEN TZA UGA		pta_85	1999	199	Social Matters			1.0	pta_85_1065
xml_files/pta_85.xml	East African Community (EAC)	85	1999-11-30	1066	Enhancing The Role Of Women In Socio-Economic Development	Africa	Plurilateral	No	Yes	en	KEN TZA UGA		pta_85	1999	199	Economic Development			0.0	pta_85_1066
xml_files/pta_85.xml	East African Community (EAC)	85	1999-11-30	1067	Co-Operation In Political Matters	Africa	Plurilateral	No	Yes	en	KEN TZA UGA		pta_85	1999	199	Social Matters			1.0	pta_85_1067
xml_files/pta_85.xml	East African Community (EAC)	85	1999-11-30	1068	Legal And Judicial Affairs	Africa	Plurilateral	No	Yes	en	KEN TZA UGA		pta_85	1999	199	Legal And Judicial Affairs			1.0	pta_85_1068
xml_files/pta_85.xml	East African Community (EAC)	85	1999-11-30	1069	The Private Sector And The Civil Society	Africa	Plurilateral	No	Yes	en	KEN TZA UGA		pta_85	1999	199	Private Sector And Business			1.0	pta_85_1069
xml_files/pta_85.xml	East African Community (EAC)	85	1999-11-30	1070	Relations With Other Regional And International Organisations And Development Partners	Africa	Plurilateral	No	Yes	en	KEN TZA UGA		pta_85	1999	199	Institutions			0.0	pta_85_1070
xml_files/pta_85.xml	East African Community (EAC)	85	1999-11-30	1071	Co-Operation In Other Fields	Africa	Plurilateral	No	Yes	en	KEN TZA UGA		pta_85	1999	199	General Provisions			0.0	pta_85_1071
xml_files/pta_85.xml	East African Community (EAC)	85	1999-11-30	1072	Financial Provisions	Africa	Plurilateral	No	Yes	en	KEN TZA UGA		pta_85	1999	199	Financial Co-operation			0.0	pta_85_1072
xml_files/pta_85.xml	East African Community (EAC)	85	1999-11-30	1073	General, Transitional And Final Provisions	Africa	Plurilateral	No	Yes	en	KEN TZA UGA		pta_85	1999	199	General Provisions			0.0	pta_85_1073
xml_files/pta_85.xml	East African Community (EAC)	85	1999-11-30	1074	Conclusion	Africa	Plurilateral	No	Yes	en	KEN TZA UGA		pta_85	1999	199	Conclusions			0.0	pta_85_1074
xml_files/pta_84.xml	EU - Israel	84	1995-11-20	1027	Preamble	Europe; Middle East	Bilateral; One Party is an RTA	Yes	Yes	en	AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ISR ITA LUX NLD PRT SWE		pta_84	1995	199	Preamble			0.0	pta_84_1027
xml_files/pta_84.xml	EU - Israel	84	1995-11-20	1028	Political Dialogue	Europe; Middle East	Bilateral; One Party is an RTA	Yes	Yes	en	AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ISR ITA LUX NLD PRT SWE		pta_84	1995	199	Social Matters			1.0	pta_84_1028
xml_files/pta_84.xml	EU - Israel	84	1995-11-20	1029	Basic Principles	Europe; Middle East	Bilateral; One Party is an RTA	Yes	Yes	en	AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ISR ITA LUX NLD PRT SWE		pta_84	1995	199	Objectives, Definitions and Scope			0.0	pta_84_1029
xml_files/pta_84.xml	EU - Israel	84	1995-11-20	1030	Industrial Products	Europe; Middle East	Bilateral; One Party is an RTA	Yes	Yes	en	AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ISR ITA LUX NLD PRT SWE		pta_84	1995	199	Industry			0.0	pta_84_1030
xml_files/pta_84.xml	EU - Israel	84	1995-11-20	1031	Agricultural Products	Europe; Middle East	Bilateral; One Party is an RTA	Yes	Yes	en	AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ISR ITA LUX NLD PRT SWE		pta_84	1995	199	Agriculture			0.0	pta_84_1031
xml_files/pta_84.xml	EU - Israel	84	1995-11-20	1032	Common Provisions	Europe; Middle East	Bilateral; One Party is an RTA	Yes	Yes	en	AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ISR ITA LUX NLD PRT SWE		pta_84	1995	199	General Provisions			0.0	pta_84_1032
xml_files/pta_84.xml	EU - Israel	84	1995-11-20	1033	Right Of Establishment And Supply Of Services	Europe; Middle East	Bilateral; One Party is an RTA	Yes	Yes	en	AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ISR ITA LUX NLD PRT SWE		pta_84	1995	199	Trade In Services	Services		1.0	pta_84_1033
xml_files/pta_84.xml	EU - Israel	84	1995-11-20	1034	Capital Movements And Payments	Europe; Middle East	Bilateral; One Party is an RTA	Yes	Yes	en	AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ISR ITA LUX NLD PRT SWE		pta_84	1995	199	Payments And Movement Of Capital			1.0	pta_84_1034
xml_files/pta_84.xml	EU - Israel	84	1995-11-20	1035	Public Procurement	Europe; Middle East	Bilateral; One Party is an RTA	Yes	Yes	en	AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ISR ITA LUX NLD PRT SWE		pta_84	1995	199	Government Procurement	Procurement	Procurement	0.0	pta_84_1035
xml_files/pta_84.xml	EU - Israel	84	1995-11-20	1036	Competition	Europe; Middle East	Bilateral; One Party is an RTA	Yes	Yes	en	AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ISR ITA LUX NLD PRT SWE		pta_84	1995	199	Competition-Related Matters			1.0	pta_84_1036
xml_files/pta_84.xml	EU - Israel	84	1995-11-20	1037	Intellectual, Industrial And Commercial Property	Europe; Middle East	Bilateral; One Party is an RTA	Yes	Yes	en	AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ISR ITA LUX NLD PRT SWE		pta_84	1995	199	Intellectual Property	Intellectual Property	Intellectual Property	1.0	pta_84_1037
xml_files/pta_84.xml	EU - Israel	84	1995-11-20	1038	Scientific And Technological Cooperation	Europe; Middle East	Bilateral; One Party is an RTA	Yes	Yes	en	AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ISR ITA LUX NLD PRT SWE		pta_84	1995	199	Science, Technology And Information			1.0	pta_84_1038
xml_files/pta_84.xml	EU - Israel	84	1995-11-20	1039	Economic Cooperation	Europe; Middle East	Bilateral; One Party is an RTA	Yes	Yes	en	AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ISR ITA LUX NLD PRT SWE		pta_84	1995	199	Economic Co-operation			0.0	pta_84_1039
xml_files/pta_84.xml	EU - Israel	84	1995-11-20	1040	Cooperation On Audiovisual And Cultural Matters, Information And Communication	Europe; Middle East	Bilateral; One Party is an RTA	Yes	Yes	en	AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ISR ITA LUX NLD PRT SWE		pta_84	1995	199	Cultural Matters			1.0	pta_84_1040
xml_files/pta_84.xml	EU - Israel	84	1995-11-20	1041	Social Matters	Europe; Middle East	Bilateral; One Party is an RTA	Yes	Yes	en	AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ISR ITA LUX NLD PRT SWE		pta_84	1995	199	Social Matters			1.0	pta_84_1041
xml_files/pta_84.xml	EU - Israel	84	1995-11-20	1042	Institutional, General And Final Provisions	Europe; Middle East	Bilateral; One Party is an RTA	Yes	Yes	en	AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ISR ITA LUX NLD PRT SWE		pta_84	1995	199	Institutions			0.0	pta_84_1042
xml_files/pta_84.xml	EU - Israel	84	1995-11-20	1043	Conclusion	Europe; Middle East	Bilateral; One Party is an RTA	Yes	Yes	en	AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ISR ITA LUX NLD PRT SWE		pta_84	1995	199	Conclusions			0.0	pta_84_1043
xml_files/pta_83.xml	EU - Morocco	83	1996-02-26	1011	Preamble	Europe; Africa	Bilateral; One Party is an RTA	Yes	Yes	en	AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ITA LUX MAR NLD PRT SWE		pta_83	1996	199	Preamble			0.0	pta_83_1011
xml_files/pta_83.xml	EU - Morocco	83	1996-02-26	1012	Political Dialogue	Europe; Africa	Bilateral; One Party is an RTA	Yes	Yes	en	AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ITA LUX MAR NLD PRT SWE		pta_83	1996	199	Social Matters			1.0	pta_83_1012
xml_files/pta_83.xml	EU - Morocco	83	1996-02-26	1013	Industrial Products	Europe; Africa	Bilateral; One Party is an RTA	Yes	Yes	en	AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ITA LUX MAR NLD PRT SWE		pta_83	1996	199	Industry			0.0	pta_83_1013
xml_files/pta_83.xml	EU - Morocco	83	1996-02-26	1014	Agricultural And Fishery Products	Europe; Africa	Bilateral; One Party is an RTA	Yes	Yes	en	AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ITA LUX MAR NLD PRT SWE		pta_83	1996	199	Agriculture			0.0	pta_83_1014
xml_files/pta_83.xml	EU - Morocco	83	1996-02-26	1015	Common Provisions	Europe; Africa	Bilateral; One Party is an RTA	Yes	Yes	en	AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ITA LUX MAR NLD PRT SWE		pta_83	1996	199	General Provisions			0.0	pta_83_1015
xml_files/pta_83.xml	EU - Morocco	83	1996-02-26	1016	Right Of Establishment And Services	Europe; Africa	Bilateral; One Party is an RTA	Yes	Yes	en	AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ITA LUX MAR NLD PRT SWE		pta_83	1996	199	Trade In Services	Services		1.0	pta_83_1016
xml_files/pta_83.xml	EU - Morocco	83	1996-02-26	1017	Current Payments And Movement Of Capital	Europe; Africa	Bilateral; One Party is an RTA	Yes	Yes	en	AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ITA LUX MAR NLD PRT SWE		pta_83	1996	199	Payments And Movement Of Capital			1.0	pta_83_1017
xml_files/pta_83.xml	EU - Morocco	83	1996-02-26	1018	Competition And Other Economic Provisions	Europe; Africa	Bilateral; One Party is an RTA	Yes	Yes	en	AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ITA LUX MAR NLD PRT SWE		pta_83	1996	199	Competition-Related Matters			1.0	pta_83_1018
xml_files/pta_83.xml	EU - Morocco	83	1996-02-26	1019	Economic Cooperation	Europe; Africa	Bilateral; One Party is an RTA	Yes	Yes	en	AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ITA LUX MAR NLD PRT SWE		pta_83	1996	199	Economic Co-operation			0.0	pta_83_1019
xml_files/pta_83.xml	EU - Morocco	83	1996-02-26	1020	Workers	Europe; Africa	Bilateral; One Party is an RTA	Yes	Yes	en	AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ITA LUX MAR NLD PRT SWE		pta_83	1996	199	Labour	Labor		1.0	pta_83_1020
xml_files/pta_83.xml	EU - Morocco	83	1996-02-26	1021	Dialogue In Social Matters	Europe; Africa	Bilateral; One Party is an RTA	Yes	Yes	en	AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ITA LUX MAR NLD PRT SWE		pta_83	1996	199	Social Matters			1.0	pta_83_1021
xml_files/pta_83.xml	EU - Morocco	83	1996-02-26	1022	Cooperation In The Social Field	Europe; Africa	Bilateral; One Party is an RTA	Yes	Yes	en	AUT BEL DEU DNK ESP FIN FRA GBR GRC IRL ITA LUX MAR NLD PRT SWE		pta_83	1996	199	Social Matters			1.0	pta_83_1022
